Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2021/04/13,19043.928,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/10/18,19043.213,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2021/07/13,19043.111,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/05/11,19041.985,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/05/11,19041.985,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/04/13,19041.928,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/04/13,19041.928,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/03/09,19041.867,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/03/09,19041.867,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/02/09,19041.804,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/02/09,19041.804,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/01/12,19041.746,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/01/12,19041.746,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2020/12/08,19041.685,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2020/12/08,19041.685,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2020/11/19,19041.631,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2020/11/10,19041.63,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2020/10/13,19041.572,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2020/09/08,19041.508,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2020/08/11,19041.45,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2020/07/14,19041.388,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2020/06/09,19041.329,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2020/05/27,19041.264,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2020/04/16,19041.208,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/11/09,19041.1348,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/10/12,19041.1288,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/09/14,19041.1237,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/08/10,19041.1165,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/07/13,19041.111,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/07/13,19041.111,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,2004,Pro,2021/06/08,19041.1052,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/07/14,18363.959,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/06/09,18363.9,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/05/12,18363.836,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/04/14,18363.778,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/03/12,18363.72,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/02/11,18363.657,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/01/14,18363.592,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2019/12/10,18363.535,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2019/10/05,18363.418,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2021/06/08,18363.1621,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2021/05/11,18363.1556,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2021/04/13,18363.15,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2021/03/09,18363.144,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2021/02/11,18363.1379,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2021/01/12,18363.1316,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/12/08,18363.1256,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/11/10,18363.1198,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/10/13,18363.1139,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/09/08,18363.1082,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1909,Pro,2020/08/11,18363.1016,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2020/07/14,18362.959,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2020/05/12,18362.836,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2020/03/12,18362.72,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2020/02/11,18362.657,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2019/12/10,18362.535,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2019/11/12,18362.476,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2019/09/10,18362.356,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2019/03/29,18362.3,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2019/07/09,18362.239,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2019/06/11,18362.175,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2020/12/08,18362.1256,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2020/11/10,18362.1198,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2020/10/13,18362.1139,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2020/09/08,18362.1082,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1903,Pro,2019/12/10,18362.1016,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2020/01/14,17763.973,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/12/10,17763.914,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/11/12,17763.864,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/10/08,17763.805,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/09/10,17763.737,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/08/13,17763.678,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/07/09,17763.615,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/06/11,17763.557,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/05/19,17763.504,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/04/09,17763.437,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/03/12,17763.379,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2019/02/12,17763.316,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1803,Pro,2019/01/08,17763.253,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2018/12/11,17763.194,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2020/11/10,17763.1577,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows 10,1809,Pro,2020/10/13,17763.1518,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
1006,0,Information,Microsoft-Windows-TerminalServices-MediaRedirection/Analytic,Settings Check,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,An application with process name {StringParameter} meets all conditions to redirect media.,{StringParameter}
