Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Error,Operational,AJ,Error,AJ,Windows 11,22H2,Pro,2022/12/20,22621.963,AllJoyn encountered an error {QStatus} in module {Module}; file {File}; at line number {Line}. See the event user data for more information.,{QStatus} | {Module} | {File} | {Line}
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2018/12/11,17763.194,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/11/10,17763.1577,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/10/13,17763.1518,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/09/08,17763.1457,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/08/11,17763.1397,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/07/14,17763.1339,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/06/09,17763.1282,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/05/12,17763.1217,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/04/14,17763.1158,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/03/12,17763.1098,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2018/11/13,17763.107,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2018/11/13,17763.107,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1809,Pro,2020/02/11,17763.1039,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2019/08/13,17134.95,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2019/07/09,17134.885,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2019/06/11,17134.829,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2019/05/19,17134.766,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2019/04/09,17134.706,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2019/03/12,17134.648,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2019/01/08,17134.523,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2018/09/11,17134.285,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2018/08/14,17134.228,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2018/06/12,17134.112,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,2019/09/10,17134.1006,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1803,Pro,1970/01/01,17134.1,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1709,Pro,2017/11/14,16299.64,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1709,Pro,2017/11/14,16299.15,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1709,Pro,2017/12/12,16299.125,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1703,Pro,2017/07/11,15063.483,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1703,Pro,2017/06/13,15063.413,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1703,Pro,2017/03/20,15063.0,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1607,Pro,2016/11/08,14393.447,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2016,1607,Standard,2016/11/08,14393.447,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows Server 2016,1607,Standard,2016/10/12,14393.0,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1511,Pro,2016/03/08,10586.164,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1511,Enterprise,2016/02/09,10586.104,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1511,Pro,1970/01/01,10586.0,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
3,0,Verbose,Debug,AJ,Trace,AJ,Windows 10,1507,Pro,2015/07/29,10240.0,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,22H2,Pro,2022/12/20,22621.963,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,22H2,Pro,2022/11/15,22621.819,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,22H2,Pro,2022/10/18,22621.674,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,22H2,Pro,2022/09/20,22621.382,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,22H2,Pro,2023/02/21,22621.1265,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,22H2,Pro,2023/02/21,22621.1265,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,22H2,Pro,2023/01/17,22621.1105,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/09/20,22000.978,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/08/16,22000.856,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/07/19,22000.795,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/06/21,22000.739,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/05/17,22000.675,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/04/19,22000.613,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/03/15,22000.556,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/02/15,22000.493,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/01/11,22000.434,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2021/12/14,22000.376,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2021/11/09,22000.318,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2021/09/16,22000.194,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2023/02/21,22000.1574,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2023/01/17,22000.1455,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/12/20,22000.1335,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/11/15,22000.1219,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro,2022/10/18,22000.1098,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2023/02/21,20348.1547,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2023/01/17,20348.1487,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,22H2,Pro,2023/01/17,19045.2486,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,22H2,Pro,2022/12/20,19045.2364,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,22H2,Pro,2022/11/15,19045.2251,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2023/02/21,19044.2604,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2023/01/17,19044.2486,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/12/20,19044.2364,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/11/15,19044.2251,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/10/18,19044.213,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/09/20,19044.2006,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/08/16,19044.1889,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/07/19,19044.1826,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/06/21,19044.1766,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/05/17,19044.1706,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/04/19,19044.1645,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/01/11,19044.1466,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2021/10/12,19044.1288,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2021/04/13,19043.928,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/12/20,19043.2364,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/11/15,19043.2251,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/10/18,19043.213,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/09/20,19043.2006,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/08/16,19043.1889,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/07/19,19043.1826,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/06/21,19043.1766,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/05/17,19043.1706,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/04/19,19043.1645,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/01/11,19043.1466,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2021/12/14,19043.1415,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2021/12/14,19043.1415,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2021/11/09,19043.1348,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2021/10/12,19043.1288,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2021/09/14,19043.1237,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2021/08/10,19043.1165,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2021/07/13,19043.111,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2021/06/08,19043.1052,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2022/04/19,19042.1645,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2022/01/11,19042.1466,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2021/05/11,19041.985,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2021/05/11,19041.985,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2021/04/13,19041.928,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2021/04/13,19041.928,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2021/03/09,19041.867,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2021/03/09,19041.867,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2021/02/09,19041.804,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2021/02/09,19041.804,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2021/01/12,19041.746,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2021/01/12,19041.746,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2020/12/08,19041.685,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2020/12/08,19041.685,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2020/11/19,19041.631,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2020/11/10,19041.63,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2020/10/13,19041.572,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2020/09/08,19041.508,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2020/08/11,19041.45,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2020/07/14,19041.388,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2020/06/09,19041.329,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2020/05/27,19041.264,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2020/04/16,19041.208,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/03/15,19041.1586,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/03/15,19041.1586,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2022/03/15,19041.1586,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H2,Pro,2022/02/15,19041.1526,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,21H1,Pro,2022/02/15,19041.1526,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2022/02/15,19041.1526,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2021/12/14,19041.1415,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2021/11/09,19041.1348,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2021/11/09,19041.1348,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2021/10/12,19041.1288,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,20H2,Pro,2021/10/12,19041.1288,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
4,0,Verbose,Operational,AJ,Trace,AJ,Windows 10,2004,Pro,2021/09/14,19041.1237,AllJoyn logged a non-critical debug trace. See the event user data for more information.,
