Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
100,0,Error,Microsoft-Windows-SmartCard-Audit/Authentication,Failure,,Audit Failure Smart Card CHV PIN,Windows 11,21H2,Pro,2022/09/21,22000.978,A smart card holder verification (CHV) attempt failed.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2022/07/19,22000.795,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2022/06/21,22000.739,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2022/05/17,22000.675,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2022/04/19,22000.613,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2022/03/15,22000.556,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2022/02/15,22000.493,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2022/01/11,22000.434,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2021/12/14,22000.376,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2021/11/09,22000.318,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2021/09/16,22000.194,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows Server 2022,21H2,Standard,2022/09/21,20348.1006,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2022/09/21,19044.2006,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2022/08/16,19044.1889,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H2,Pro,2022/07/19,19044.1826,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2022/06/21,19044.1766,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2022/05/17,19044.1706,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2022/04/19,19044.1645,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2022/01/11,19044.1466,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2021/10/12,19044.1288,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2021/04/13,19043.928,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2022/09/21,19043.2006,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2022/08/16,19043.1889,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 11,21H1,Pro,2022/07/19,19043.1826,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2022/06/21,19043.1766,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2022/05/17,19043.1706,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2022/04/19,19043.1645,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2022/01/11,19043.1466,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2021/12/14,19043.1415,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2021/12/14,19043.1415,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2021/11/09,19043.1348,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2021/10/12,19043.1288,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2021/09/14,19043.1237,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2021/08/10,19043.1165,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2021/07/13,19043.111,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2021/06/08,19043.1052,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2022/04/19,19042.1645,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2022/01/11,19042.1466,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/05/11,19041.985,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/05/11,19041.985,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/04/13,19041.928,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/04/13,19041.928,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/03/09,19041.867,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/03/09,19041.867,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/02/09,19041.804,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/02/09,19041.804,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/01/12,19041.746,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/01/12,19041.746,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2020/12/08,19041.685,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2020/12/08,19041.685,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2020/11/19,19041.631,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2020/11/10,19041.63,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2020/10/13,19041.572,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2020/09/08,19041.508,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2020/08/11,19041.45,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2020/07/14,19041.388,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2020/06/09,19041.329,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2020/05/27,19041.264,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2020/04/16,19041.208,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2022/03/15,19041.1586,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2022/03/15,19041.1586,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2022/03/15,19041.1586,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H1,Pro,2022/02/15,19041.1526,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2022/02/15,19041.1526,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,21H2,Pro,2022/02/15,19041.1526,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/12/14,19041.1415,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/11/09,19041.1348,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/11/09,19041.1348,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/10/12,19041.1288,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/10/12,19041.1288,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/09/14,19041.1237,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/09/14,19041.1237,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/08/10,19041.1165,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/08/10,19041.1165,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/07/13,19041.111,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/07/13,19041.111,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,2004,Pro,2021/06/08,19041.1052,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,20H2,Pro,2021/06/08,19041.1052,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2020/07/14,18363.959,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2020/06/09,18363.9,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2020/05/12,18363.836,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2020/04/14,18363.778,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2020/03/12,18363.72,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2020/02/11,18363.657,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2020/01/14,18363.592,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2019/12/10,18363.535,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2019/10/05,18363.418,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2021/06/08,18363.1621,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2021/05/11,18363.1556,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2021/04/13,18363.15,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
101,0,Information,Microsoft-Windows-SmartCard-Audit/Authentication,Success,,Audit Success Smart Card CHV PIN,Windows 10,1909,Pro,2021/03/09,18363.144,A smart card holder verification (CHV) attempt succeeded.Process image: {Process}PID: {ProcessId},{Process} | {ProcessId}
