Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2021/02/09,19041.804,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2021/02/09,19041.804,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2021/01/12,19041.746,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2021/01/12,19041.746,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2020/12/08,19041.685,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2020/12/08,19041.685,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2020/11/19,19041.631,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2020/11/10,19041.63,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2020/10/13,19041.572,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2020/09/08,19041.508,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2020/08/11,19041.45,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2020/07/14,19041.388,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2020/06/09,19041.329,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2020/05/27,19041.264,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2020/04/16,19041.208,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,21H2,Pro,2022/03/15,19041.1586,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,21H1,Pro,2022/03/15,19041.1586,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2022/03/15,19041.1586,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,21H2,Pro,2022/02/15,19041.1526,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,21H1,Pro,2022/02/15,19041.1526,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2022/02/15,19041.1526,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2021/12/14,19041.1415,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2021/11/09,19041.1348,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2021/11/09,19041.1348,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2021/10/12,19041.1288,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2021/10/12,19041.1288,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2021/09/14,19041.1237,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2021/09/14,19041.1237,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2021/08/10,19041.1165,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2021/08/10,19041.1165,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2021/07/13,19041.111,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2021/07/13,19041.111,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,20H2,Pro,2021/06/08,19041.1052,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,2004,Pro,2021/06/08,19041.1052,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/07/14,18363.959,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/06/09,18363.9,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/05/12,18363.836,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/04/14,18363.778,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/03/12,18363.72,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/02/11,18363.657,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/01/14,18363.592,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2019/12/10,18363.535,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2019/10/05,18363.418,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2021/06/08,18363.1621,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2021/05/11,18363.1556,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2021/04/13,18363.15,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2021/03/09,18363.144,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2021/02/11,18363.1379,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2021/01/12,18363.1316,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/12/08,18363.1256,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/11/10,18363.1198,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/10/13,18363.1139,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/09/08,18363.1082,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1909,Pro,2020/08/11,18363.1016,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2020/07/14,18362.959,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2020/05/12,18362.836,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2020/03/12,18362.72,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2020/02/11,18362.657,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2019/12/10,18362.535,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2019/11/12,18362.476,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2019/09/10,18362.356,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2019/03/29,18362.3,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2019/07/09,18362.239,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2019/06/11,18362.175,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2020/12/08,18362.1256,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
16,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,,Entropy data flow,Windows 10,1903,Pro,2020/11/10,18362.1198,Boot entropy result:	Source	{Source}	Policy	{Policy}	Code	{ResultCode}	Status	{ResultStatus}	Time	{Time}	BytesProvided	{BytesProvided}	Bytes	{Data},{Source} | {Policy} | {ResultCode} | {ResultStatus} | {Time} | {BytesProvided} | {Data}
